GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27
0400000US38,38,North Dakota,484618,1449,253708,1683,230910,1541,64.1,1.1,69.0,1.3,58.8,1.4,6.4,0.5,5.3,0.6,7.7,0.9,5.6,0.5,5.5,0.8,5.6,0.7,4.4,0.5,4.3,0.6,4.6,0.6,5.6,0.5,5.5,0.8,5.6,0.7,13.9,0.7,10.4,0.8,17.7,1.0,67.4,1.0,77.2,1.2,56.6,1.2,60.3,1.1,68.8,1.4,51.0,1.4,56.1,1.1,64.7,1.4,46.6,1.4,14.9,0.8,9.7,0.9,20.5,1.3,8.9,0.6,4.8,0.6,13.4,1.1,7.0,0.6,3.7,0.5,10.7,1.0,3.9,0.4,2.7,0.5,5.2,0.6,1.4,0.2,0.8,0.2,2.1,0.4,1.0,0.2,0.6,0.2,1.5,0.3,13.9,0.7,10.4,0.8,17.7,1.0,40.9,0.3,44.9,0.4,36.1,0.4,9.5,(X),(X),(X),(X),(X),10.8,(X),(X),(X),(X),(X),10.2,(X),(X),(X),(X),(X)
0400000US39,39,Ohio,7465692,5937,3704752,4812,3760940,4822,57.4,0.3,61.1,0.3,53.9,0.4,5.5,0.1,5.2,0.2,5.7,0.2,4.6,0.1,4.4,0.2,4.9,0.2,4.0,0.1,4.0,0.2,4.0,0.1,5.3,0.1,5.3,0.2,5.3,0.2,23.2,0.3,20.1,0.3,26.3,0.4,57.3,0.3,65.6,0.3,49.2,0.4,51.7,0.3,59.0,0.3,44.6,0.4,48.6,0.3,55.4,0.3,41.8,0.4,15.6,0.2,11.4,0.3,19.7,0.3,9.8,0.2,6.3,0.2,13.2,0.3,7.9,0.1,4.9,0.2,10.8,0.2,3.9,0.1,3.0,0.1,4.8,0.2,1.4,0.1,1.0,0.1,1.8,0.1,1.0,0.1,0.7,0.1,1.3,0.1,23.2,0.3,20.1,0.3,26.3,0.4,38.1,0.1,40.8,0.1,35.3,0.1,8.3,(X),(X),(X),(X),(X),9.5,(X),(X),(X),(X),(X),8.5,(X),(X),(X),(X),(X)
0400000US40,40,Oklahoma,2467660,2899,1236193,2628,1231467,2318,56.4,0.4,61.9,0.6,50.8,0.7,5.1,0.2,5.0,0.3,5.1,0.3,4.1,0.2,4.1,0.2,4.2,0.3,3.7,0.2,3.3,0.2,4.0,0.2,4.8,0.2,4.7,0.3,5.0,0.2,25.9,0.3,21.0,0.5,30.7,0.5,59.0,0.4,67.8,0.5,50.2,0.6,53.2,0.4,61.4,0.5,45.0,0.6,49.9,0.4,57.7,0.5,42.0,0.6,12.2,0.3,8.9,0.4,15.4,0.5,7.1,0.3,4.8,0.3,9.4,0.4,5.7,0.2,3.7,0.3,7.7,0.3,2.9,0.1,2.2,0.2,3.7,0.2,1.2,0.1,0.8,0.1,1.6,0.1,0.8,0.1,0.6,0.1,1.1,0.1,25.9,0.3,21.0,0.5,30.7,0.5,39.7,0.1,42.5,0.2,36.6,0.2,9.2,(X),(X),(X),(X),(X),11.0,(X),(X),(X),(X),(X),9.9,(X),(X),(X),(X),(X)
0400000US41,41,Oregon,2576162,4139,1289640,3905,1286522,3101,52.8,0.5,57.0,0.7,48.5,0.7,7.0,0.3,6.7,0.4,7.2,0.4,5.3,0.2,4.8,0.3,5.7,0.3,4.6,0.2,4.7,0.3,4.5,0.3,6.3,0.2,6.0,0.4,6.5,0.4,24.1,0.4,20.7,0.6,27.6,0.6,54.0,0.4,63.1,0.5,44.9,0.6,47.5,0.4,55.6,0.6,39.4,0.6,43.5,0.4,51.0,0.6,36.0,0.6,17.2,0.4,12.7,0.5,21.7,0.5,10.7,0.3,7.1,0.4,14.2,0.5,8.3,0.3,5.3,0.3,11.2,0.5,4.6,0.2,3.5,0.3,5.8,0.3,1.5,0.1,0.9,0.1,2.1,0.2,1.0,0.1,0.7,0.1,1.3,0.2,24.1,0.4,20.7,0.6,27.6,0.6,37.3,0.1,40.0,0.2,34.5,0.2,8.0,(X),(X),(X),(X),(X),9.7,(X),(X),(X),(X),(X),8.9,(X),(X),(X),(X),(X)
0400000US42,42,Pennsylvania,8271445,4968,4118985,4004,4152460,4480,56.9,0.3,60.2,0.4,53.5,0.3,5.9,0.1,5.5,0.2,6.3,0.2,4.5,0.1,4.3,0.1,4.6,0.1,3.9,0.1,3.8,0.2,4.1,0.1,5.2,0.1,5.3,0.2,5.1,0.1,23.6,0.2,20.9,0.3,26.4,0.3,58.1,0.2,66.3,0.3,50.0,0.3,52.4,0.2,59.5,0.4,45.5,0.3,48.8,0.3,55.5,0.3,42.2,0.3,14.3,0.2,10.0,0.2,18.5,0.3,8.8,0.2,5.3,0.2,12.3,0.3,7.0,0.1,4.1,0.1,10.0,0.2,4.0,0.1,2.9,0.1,5.0,0.2,1.5,0.1,1.0,0.1,2.1,0.1,1.0,0.1,0.7,0.1,1.4,0.1,23.6,0.2,20.9,0.3,26.4,0.3,38.3,0.1,41.0,0.1,35.3,0.1,9.9,(X),(X),(X),(X),(X),10.9,(X),(X),(X),(X),(X),10.0,(X),(X),(X),(X),(X)
0400000US44,44,Rhode Island,700928,1921,345044,1391,355884,1461,56.7,0.8,59.7,1.3,53.8,1.0,5.8,0.4,5.2,0.5,6.4,0.6,5.0,0.4,5.6,0.7,4.4,0.5,4.5,0.4,4.4,0.6,4.6,0.6,5.8,0.4,5.4,0.6,6.1,0.7,22.3,0.9,19.7,1.1,24.8,1.2,56.1,0.8,64.3,1.1,48.2,1.3,49.7,0.8,56.4,1.1,43.1,1.1,46.5,0.7,52.8,1.2,40.2,1.1,17.1,0.7,12.5,0.9,21.6,1.0,11.0,0.6,7.3,0.7,14.6,0.8,9.0,0.6,6.0,0.7,11.9,0.8,4.5,0.4,3.5,0.5,5.5,0.6,1.8,0.2,1.2,0.3,2.5,0.4,1.2,0.2,0.8,0.2,1.6,0.3,22.3,0.9,19.7,1.1,24.8,1.2,37.0,0.3,39.5,0.3,34.5,0.4,8.6,(X),(X),(X),(X),(X),10.6,(X),(X),(X),(X),(X),9.2,(X),(X),(X),(X),(X)
0400000US45,45,South Carolina,3110169,4941,1524242,3881,1585927,3811,54.3,0.5,58.7,0.7,50.0,0.7,5.1,0.2,5.0,0.3,5.1,0.3,4.4,0.2,4.0,0.3,4.8,0.3,3.7,0.2,3.5,0.3,4.0,0.3,5.3,0.2,5.2,0.3,5.3,0.3,27.3,0.4,23.6,0.6,30.8,0.6,56.1,0.5,63.7,0.6,48.9,0.7,50.2,0.5,57.1,0.7,43.6,0.7,47.0,0.5,53.6,0.7,40.8,0.7,13.4,0.3,10.3,0.4,16.4,0.5,8.0,0.2,5.8,0.3,10.1,0.4,6.4,0.3,4.6,0.3,8.2,0.4,3.2,0.2,2.4,0.2,4.0,0.2,1.1,0.1,0.7,0.1,1.5,0.2,0.8,0.1,0.6,0.1,1.1,0.1,27.3,0.4,23.6,0.6,30.8,0.6,38.7,0.2,41.2,0.2,36.0,0.2,9.4,(X),(X),(X),(X),(X),11.0,(X),(X),(X),(X),(X),10.0,(X),(X),(X),(X),(X)
0400000US46,46,South Dakota,536210,2026,273543,2033,262667,2141,65.6,0.9,69.3,1.1,61.8,1.3,5.9,0.5,5.1,0.7,6.7,0.7,5.0,0.4,4.5,0.5,5.6,0.6,3.7,0.3,3.7,0.4,3.7,0.4,5.1,0.4,5.6,0.7,4.7,0.5,14.6,0.7,11.8,0.7,17.6,1.1,67.4,0.9,75.5,1.0,59.0,1.5,60.8,0.9,67.8,1.1,53.6,1.4,57.0,0.9,63.7,1.3,50.0,1.4,13.7,0.7,9.4,0.8,18.2,1.2,8.9,0.5,5.1,0.5,12.8,1.0,7.3,0.5,4.3,0.5,10.3,0.9,4.2,0.3,3.4,0.5,5.1,0.5,1.7,0.2,1.4,0.4,2.0,0.3,1.3,0.2,1.2,0.3,1.5,0.3,14.6,0.7,11.8,0.7,17.6,1.1,39.8,0.3,43.0,0.4,36.2,0.4,7.5,(X),(X),(X),(X),(X),8.5,(X),(X),(X),(X),(X),7.3,(X),(X),(X),(X),(X)
0400000US47,47,Tennessee,4235354,4583,2081095,4420,2154259,4118,54.1,0.4,59.2,0.6,49.1,0.5,5.4,0.2,4.9,0.3,5.9,0.3,4.5,0.2,4.2,0.3,4.7,0.2,3.8,0.2,3.6,0.2,4.1,0.2,5.2,0.2,5.1,0.3,5.2,0.3,27.0,0.4,23.0,0.5,30.9,0.5,56.1,0.4,63.8,0.5,48.7,0.6,50.3,0.4,57.3,0.6,43.5,0.6,46.9,0.4,53.8,0.6,40.1,0.6,13.7,0.3,10.9,0.4,16.5,0.4,8.1,0.2,6.1,0.3,10.1,0.3,6.4,0.2,4.8,0.2,8.0,0.3,3.1,0.1,2.4,0.2,3.9,0.2,1.1,0.1,0.7,0.1,1.5,0.1,0.8,0.1,0.6,0.1,1.0,0.1,27.0,0.4,23.0,0.5,30.9,0.5,38.8,0.1,41.3,0.2,36.1,0.2,9.3,(X),(X),(X),(X),(X),10.6,(X),(X),(X),(X),(X),9.5,(X),(X),(X),(X),(X)
0400000US48,48,Texas,17509733,9324,8765472,7753,8744261,8073,57.0,0.2,63.8,0.3,50.1,0.3,4.9,0.1,4.9,0.1,5.0,0.2,4.3,0.1,4.1,0.1,4.5,0.1,3.6,0.1,3.4,0.1,3.8,0.1,4.9,0.1,4.5,0.1,5.3,0.1,25.4,0.2,19.3,0.2,31.4,0.3,59.6,0.2,69.2,0.2,50.0,0.3,53.7,0.2,62.7,0.2,44.6,0.3,50.3,0.2,59.0,0.3,41.5,0.3,12.3,0.1,9.5,0.2,15.1,0.2,7.2,0.1,5.3,0.2,9.2,0.2,5.9,0.1,4.2,0.1,7.6,0.2,2.8,0.1,2.0,0.1,3.5,0.1,1.0,0.1,0.7,0.1,1.3,0.1,0.8,0.1,0.6,0.1,1.0,0.1,25.4,0.2,19.3,0.2,31.4,0.3,40.1,0.1,42.7,0.1,37.0,0.1,8.4,(X),(X),(X),(X),(X),10.7,(X),(X),(X),(X),(X),9.3,(X),(X),(X),(X),(X)
0400000US49,49,Utah,1835465,3447,925968,2471,909497,2601,57.8,0.5,66.5,0.7,49.0,0.8,6.3,0.3,6.2,0.4,6.4,0.4,5.2,0.2,4.5,0.3,6.0,0.4,4.3,0.3,4.0,0.4,4.6,0.3,5.3,0.2,4.7,0.3,5.9,0.4,21.0,0.5,14.0,0.6,28.1,0.7,56.2,0.5,70.3,0.7,41.8,0.7,50.8,0.5,64.1,0.7,37.2,0.7,47.6,0.5,60.1,0.7,34.8,0.7,17.9,0.4,12.6,0.6,23.3,0.6,11.5,0.4,7.6,0.5,15.5,0.5,9.0,0.3,5.6,0.4,12.4,0.5,4.9,0.2,3.1,0.3,6.8,0.4,1.8,0.2,1.0,0.2,2.7,0.2,1.3,0.1,0.7,0.1,1.8,0.2,21.0,0.5,14.0,0.6,28.1,0.7,37.0,0.2,40.4,0.2,32.8,0.2,7.3,(X),(X),(X),(X),(X),9.2,(X),(X),(X),(X),(X),8.1,(X),(X),(X),(X),(X)
0400000US50,50,Vermont,413624,1302,204144,915,209480,1177,58.3,1.1,62.6,1.5,54.2,1.4,7.2,0.5,6.5,0.7,7.9,0.8,5.7,0.5,5.3,0.6,6.1,0.7,4.6,0.4,4.3,0.5,5.0,0.6,5.9,0.4,6.1,0.7,5.8,0.6,18.2,0.9,15.2,1.0,21.0,1.3,60.5,1.0,68.7,1.3,52.6,1.3,53.9,1.1,61.6,1.3,46.4,1.4,49.6,1.0,57.0,1.5,42.3,1.3,15.8,0.8,11.4,0.9,20.1,1.2,9.8,0.6,5.9,0.7,13.5,1.0,7.6,0.5,4.4,0.6,10.7,0.9,5.5,0.4,4.7,0.6,6.3,0.6,1.9,0.3,1.6,0.4,2.2,0.4,1.2,0.2,1.2,0.4,1.2,0.3,18.2,0.9,15.2,1.0,21.0,1.3,37.9,0.3,40.4,0.4,35.2,0.4,7.2,(X),(X),(X),(X),(X),8.8,(X),(X),(X),(X),(X),7.4,(X),(X),(X),(X),(X)
0400000US51,51,Virginia,5517735,5062,2741873,5084,2775862,4822,59.7,0.3,65.0,0.4,54.5,0.5,5.7,0.2,5.2,0.2,6.2,0.2,4.1,0.1,3.8,0.2,4.5,0.2,3.9,0.1,3.5,0.2,4.2,0.2,5.1,0.1,4.8,0.2,5.3,0.2,21.5,0.3,17.7,0.3,25.4,0.4,61.0,0.4,69.2,0.4,53.0,0.5,55.9,0.3,63.7,0.4,48.3,0.5,52.4,0.3,60.0,0.4,44.8,0.5,14.0,0.3,10.6,0.3,17.2,0.4,8.3,0.2,5.7,0.2,10.9,0.4,6.5,0.2,4.4,0.2,8.6,0.3,3.5,0.1,2.5,0.2,4.4,0.2,1.2,0.1,0.8,0.1,1.5,0.1,0.8,0.1,0.6,0.1,1.0,0.1,21.5,0.3,17.7,0.3,25.4,0.4,38.9,0.1,41.3,0.1,36.4,0.1,9.9,(X),(X),(X),(X),(X),11.6,(X),(X),(X),(X),(X),10.6,(X),(X),(X),(X),(X)
0400000US53,53,Washington,4642945,4832,2350465,3767,2292480,4204,56.2,0.3,62.0,0.5,50.2,0.5,6.4,0.2,6.2,0.3,6.6,0.3,4.9,0.2,4.4,0.2,5.3,0.2,4.0,0.2,3.8,0.2,4.2,0.2,5.3,0.2,4.9,0.2,5.6,0.2,23.3,0.3,18.7,0.4,28.0,0.4,57.6,0.3,67.9,0.4,47.0,0.5,51.6,0.3,61.2,0.5,41.8,0.5,47.8,0.3,56.7,0.5,38.6,0.5,15.2,0.3,10.8,0.3,19.7,0.4,9.5,0.2,6.1,0.3,13.1,0.3,7.4,0.2,4.7,0.2,10.3,0.3,3.9,0.2,2.6,0.2,5.2,0.2,1.4,0.1,0.8,0.1,2.0,0.1,0.9,0.1,0.6,0.1,1.3,0.1,23.3,0.3,18.7,0.4,28.0,0.4,38.3,0.1,41.0,0.1,35.1,0.2,8.1,(X),(X),(X),(X),(X),9.9,(X),(X),(X),(X),(X),8.9,(X),(X),(X),(X),(X)
0400000US54,54,West Virginia,1181653,2551,593448,2260,588205,2174,50.0,0.7,53.4,1.1,46.4,1.1,4.4,0.3,4.3,0.4,4.5,0.4,4.2,0.3,4.2,0.4,4.2,0.4,3.8,0.3,4.0,0.5,3.5,0.3,4.4,0.3,4.1,0.4,4.6,0.4,33.3,0.6,29.9,0.8,36.7,1.0,51.8,0.6,59.0,0.8,44.4,0.9,46.0,0.6,52.3,1.0,39.7,0.9,43.0,0.6,49.1,1.0,36.7,1.0,12.4,0.4,9.3,0.5,15.6,0.8,7.3,0.4,4.7,0.4,10.0,0.7,6.2,0.4,3.7,0.3,8.7,0.6,2.5,0.2,1.8,0.3,3.2,0.3,1.0,0.2,0.7,0.2,1.3,0.2,0.8,0.1,0.6,0.2,1.0,0.2,33.3,0.6,29.9,0.8,36.7,1.0,38.8,0.2,41.4,0.3,35.8,0.2,7.8,(X),(X),(X),(X),(X),8.6,(X),(X),(X),(X),(X),8.1,(X),(X),(X),(X),(X)
0400000US55,55,Wisconsin,3731107,4131,1877451,3750,1853656,3317,61.5,0.4,64.3,0.4,58.6,0.5,6.5,0.2,6.2,0.3,6.9,0.3,5.0,0.2,4.9,0.2,5.1,0.2,4.0,0.2,4.1,0.2,4.0,0.2,4.9,0.2,4.7,0.2,5.1,0.3,18.1,0.3,15.8,0.3,20.4,0.4,60.7,0.3,69.6,0.4,51.6,0.5,55.0,0.3,62.7,0.4,47.2,0.5,51.1,0.3,58.4,0.4,43.7,0.5,16.9,0.3,11.3,0.4,22.5,0.4,11.3,0.2,6.7,0.3,16.0,0.4,9.2,0.2,5.1,0.3,13.3,0.3,4.4,0.2,3.2,0.2,5.5,0.3,1.7,0.1,1.1,0.1,2.3,0.2,1.2,0.1,0.8,0.1,1.6,0.1,18.1,0.3,15.8,0.3,20.4,0.4,38.3,0.1,41.2,0.1,35.2,0.1,7.6,(X),(X),(X),(X),(X),8.7,(X),(X),(X),(X),(X),8.1,(X),(X),(X),(X),(X)
0400000US56,56,Wyoming,381640,1503,196875,1995,184765,2111,60.4,1.3,65.9,1.6,54.6,1.9,6.6,0.6,6.1,0.7,7.2,0.9,5.9,0.6,5.2,0.8,6.6,0.9,4.6,0.5,4.4,0.9,4.7,0.6,5.2,0.5,5.1,0.9,5.4,0.7,17.2,1.0,13.2,1.2,21.5,1.5,65.9,1.1,75.7,1.4,55.5,1.6,57.9,1.1,66.6,1.5,48.7,1.5,53.3,1.1,61.8,1.5,44.3,1.6,13.4,0.7,8.8,0.9,18.3,1.2,8.0,0.6,4.6,0.7,11.5,1.1,6.2,0.6,3.5,0.6,9.2,1.1,3.4,0.4,2.3,0.5,4.7,0.7,1.1,0.2,0.7,0.3,1.6,0.4,0.9,0.2,0.6,0.3,1.1,0.3,17.2,1.0,13.2,1.2,21.5,1.5,40.6,0.3,44.1,0.6,36.5,0.4,8.8,(X),(X),(X),(X),(X),10.5,(X),(X),(X),(X),(X),9.7,(X),(X),(X),(X),(X)
0400000US72,72,Puerto Rico,2261002,2578,1086931,2100,1174071,2194,39.4,0.5,43.5,0.9,35.6,0.7,1.9,0.1,2.0,0.2,1.9,0.2,2.3,0.2,2.7,0.3,1.8,0.2,2.1,0.2,2.3,0.3,1.9,0.2,2.9,0.2,3.3,0.3,2.6,0.2,51.3,0.5,46.1,0.9,56.2,0.7,34.6,0.5,39.7,0.9,29.8,0.7,31.7,0.5,36.1,0.8,27.6,0.6,30.6,0.5,34.8,0.8,26.6,0.6,11.7,0.4,11.6,0.6,11.7,0.4,8.5,0.3,8.2,0.5,8.8,0.4,7.9,0.3,7.6,0.5,8.1,0.4,2.4,0.2,2.6,0.3,2.3,0.2,1.1,0.1,1.2,0.2,1.1,0.2,1.0,0.1,1.0,0.2,0.9,0.2,51.3,0.5,46.1,0.9,56.2,0.7,35.6,0.2,36.4,0.3,34.6,0.2,8.4,(X),(X),(X),(X),(X),9.1,(X),(X),(X),(X),(X),7.8,(X),(X),(X),(X),(X)
